mean_rr,sdnn,rmssd,mean_hr,pnn50,lf_hf_ratio,label
794.4864864864865,221.6641752158921,259.7605735202237,75.52047897673152,37.83783783783784,1.0802383029450235,1
862.8235294117648,166.11131466017446,182.82231811242303,69.53913280610853,29.411764705882355,0.4261201580963137,1
715.7073170731708,257.8657472503803,332.55195082873894,83.83315158124319,56.09756097560976,0.11401394884103558,1
782.8421052631579,238.0940245846928,296.0335992617931,76.64380798709156,42.10526315789473,1.0249323950428522,0
750.2564102564103,255.0733145435679,312.10659447661385,79.97265892002734,53.84615384615385,0.9572440229598369,0
794.3783783783783,218.336629672691,268.01077921937724,75.53075666848122,37.83783783783784,0.14049907921847302,0
865.5294117647059,168.2603436719275,205.5036680348007,69.32173440260976,29.411764705882355,0.6165388926539108,0
775.578947368421,241.51066573145346,274.72403844093674,77.36156351791531,47.368421052631575,0.3297212984859901,0
761.1282051282051,243.7383190613034,303.1588084781551,78.83034631451288,48.717948717948715,3.395348223553694,0
704.390243902439,246.05976649039226,308.5637697462228,85.18005540166205,58.536585365853654,0.42233815050136575,0
746.2564102564103,241.36159892010073,297.9240454245096,80.40131940626718,53.84615384615385,0.4930831351837313,0
628.9565217391304,241.36882804769778,329.7923926081713,95.39610120282042,69.56521739130434,0.062214537231186334,1
775.4736842105264,161.2847656267284,118.70654254607554,77.37206461246097,26.31578947368421,0.727317603053601,1
880.2424242424242,115.65859642696854,140.36915615618696,68.16304048471495,9.090909090909092,0.5628941392372949,1
833.0285714285715,190.32685955846526,217.15161415336465,72.02634106187405,25.71428571428571,0.14587172792202166,1
808.4324324324324,171.38364432679077,207.9198563549587,74.21770526878845,24.324324324324326,1.178341077307855,1
887.3939393939394,124.54862489513505,131.5275636511222,67.6137139735009,12.121212121212121,1.0636627483047332,1
801.8378378378378,224.18832738540513,270.9292650613194,74.8280976135904,35.13513513513514,0.23483562499903946,1
798.5945945945946,223.90773431102176,286.9819971124786,75.13198862867199,43.24324324324324,0.09306475942709921,1
846.9411764705883,183.42187648992825,245.2595409443686,70.84317266286983,29.411764705882355,0.4263156157598623,1
870.5882352941177,167.93803437876562,187.97549808096767,68.91891891891892,20.588235294117645,0.08502961065600453,1
782.2105263157895,245.1872708440092,294.2387337391738,76.70569236980218,39.473684210526315,0.14904906188767947,1
903.5151515151515,119.54969074953887,144.8292097610147,66.40729809498256,9.090909090909092,0.6751715467857734,1
851.5428571428571,163.30800747704458,183.28505603214322,70.46034089383976,17.142857142857142,0.7474482697171474,0
851.5428571428571,196.0262872834214,236.73067347664494,70.46034089383976,31.428571428571427,0.4255973765344381,1
894.3030303030303,125.89184507935346,149.35862880998874,67.0913526701003,12.121212121212121,0.6766015602605684,1
789.081081081081,240.10745098903718,292.1734644579027,76.03781339909577,43.24324324324324,0.5071601549552747,1
795.3513513513514,221.73471076408697,256.9634647614758,75.43835802636944,37.83783783783784,1.3407807169518666,0
844.1142857142858,191.79390299091835,191.8663750696118,71.0804224207961,20.0,0.9143289268679468,0
848.9142857142857,193.47548703035395,236.44225759468333,70.67851373182553,28.57142857142857,0.5532968015010121,1
798.2702702702703,231.11956057050932,272.1813121187174,75.16251354279522,40.54054054054054,0.7375665975531172,1
752.0,235.70516132856125,293.5718328665602,79.7872340425532,48.717948717948715,0.5433471028089413,1
763.1794871794872,259.1855954958869,342.61041247580624,78.6184652600457,53.84615384615385,0.2938907495288902,0
833.0285714285715,210.68452864945945,252.26316790675753,72.02634106187405,34.285714285714285,1.3374288297542642,1
804.5405405405405,220.95451343005695,307.7950255897223,74.57672668637463,43.24324324324324,0.07225982794925602,1
852.9142857142857,230.5869989432029,263.5218486309671,70.34704542409219,28.57142857142857,0.8422976944551142,1
747.3,286.0739589686555,322.6302162077452,80.28904054596548,50.0,0.2838453039236115,1
825.2222222222222,214.13561527311393,246.46158785034694,72.7076881648041,30.555555555555557,0.7830897371140019,0
748.1,255.60201485903823,316.4592573119983,80.20318139286192,50.0,1.0089800305656422,1
850.1714285714286,193.7948083801577,236.08871712333305,70.57400188197339,31.428571428571427,0.6460254101531562,0
827.8888888888889,207.7551681103101,240.044757731315,72.4734934908066,33.33333333333333,0.7274329169013803,0
811.5555555555555,207.06151051270362,233.73831521596966,73.93209200438116,33.33333333333333,0.6875836450130879,0
818.1111111111111,227.46425577290378,324.1467040003426,73.33967132962108,41.66666666666667,0.47075710687817374,0
830.5555555555555,186.22842074011697,221.1853779718981,72.24080267558529,27.77777777777778,0.5044416526442548,0
875.8823529411765,168.25326929886916,170.13648709910595,68.50235057085293,17.647058823529413,1.0718476266616523,0
834.8571428571429,186.82935573208323,231.38051166092313,71.86858316221766,28.57142857142857,0.3325208304307849,0
844.8,169.32214436224393,164.69436934551723,71.02272727272728,20.0,1.0785497235241466,0
819.2222222222222,187.15132188673053,184.85762861495022,73.24020073240202,22.22222222222222,0.6423490923067438,0
793.2972972972973,236.5976016950099,319.6122650963195,75.63368765331153,43.24324324324324,0.26651745402315224,0
811.0,201.87427330450558,251.52426750287364,73.98273736128236,33.33333333333333,0.25025180300494787,0
829.5555555555555,149.0630821804507,182.1396638375539,72.32788641843023,19.444444444444446,0.3666793153806971,0
851.7714285714286,127.41991001954034,126.58408040415156,70.44143298000805,14.285714285714285,1.4354100599500272,0
862.0,158.06848850679737,185.5782118872599,69.60556844547564,17.647058823529413,0.22619492349928694,0
937.4193548387096,27.498708701117735,13.366625103842281,64.00550584996559,0.0,18.283401924029945,0
774.0,228.44416569942263,241.6913376658392,77.51937984496124,36.84210526315789,2.071231893453082,1
844.0,210.68812428394182,210.66393644296846,71.09004739336493,25.71428571428571,0.09504727630817746,1
802.7027027027027,226.01421443756703,289.9164630640274,74.74747474747474,43.24324324324324,0.2703893271476462,0
769.6842105263158,235.037522789689,270.7754629787406,77.95404814004375,42.10526315789473,0.7559943388250471,1
798.8108108108108,242.67493972310544,300.557999579301,75.11165245635404,45.94594594594595,0.4518296452145315,1
787.0526315789474,236.27358666645895,316.2140910069495,76.23378360304935,50.0,0.45542400970287117,0
861.6470588235294,189.68982148155033,184.93307552799317,69.63407973784817,20.588235294117645,0.8989938619264713,0
